,Unnamed: 0,concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason
38308,571370,11413,Injury of unspecified intrathoracic organ,Condition,ICD10CM,4-char nonbill code,,S27.9,20140101,20991231,
38312,571374,1572694,"Crushing injury of thorax, and traumatic amputation of part of thorax",Condition,ICD10CM,3-char nonbill code,,S28,20120101,20991231,
38313,571375,11414,Crushed chest,Condition,ICD10CM,4-char nonbill code,,S28.0,20140101,20991231,
38317,571379,11415,"Traumatic amputation (partial) of part of thorax, except breast",Condition,ICD10CM,4-char nonbill code,,S28.1,20140101,20991231,
38321,571383,1572695,Traumatic amputation of breast,Condition,ICD10CM,4-char nonbill code,,S28.2,20120101,20991231,
38348,571410,1572698,Other and unspecified injuries of thorax,Condition,ICD10CM,3-char nonbill code,,S29,20120101,20991231,
38349,571411,1572699,Injury of muscle and tendon at thorax level,Condition,ICD10CM,4-char nonbill code,,S29.0,20120101,20991231,
38401,571463,11434,Other specified injuries of thorax,Condition,ICD10CM,4-char nonbill code,,S29.8,20140101,20991231,
38405,571467,11435,Unspecified injury of thorax,Condition,ICD10CM,4-char nonbill code,,S29.9,20140101,20991231,
38409,571471,1572704,"Superficial injury of abdomen, lower back, pelvis and external genitals",Condition,ICD10CM,3-char nonbill code,,S30,20120101,20991231,
38410,571472,11436,Contusion of lower back and pelvis,Condition,ICD10CM,4-char nonbill code,,S30.0,20140101,20991231,
38414,571476,11437,Contusion of abdominal wall,Condition,ICD10CM,4-char nonbill code,,S30.1,20140101,20991231,
38441,571503,1572707,"Other superficial injuries of abdomen, lower back, pelvis and external genitals",Condition,ICD10CM,4-char nonbill code,,S30.8,20120101,20991231,
38635,571697,1572714,"Unspecified superficial injury of abdomen, lower back, pelvis and external genitals",Condition,ICD10CM,4-char nonbill code,,S30.9,20120101,20991231,
38667,571729,1572715,"Open wound of abdomen, lower back, pelvis and external genitals",Condition,ICD10CM,3-char nonbill code,,S31,20120101,20991231,
38668,571730,1572716,Open wound of lower back and pelvis,Condition,ICD10CM,4-char nonbill code,,S31.0,20120101,20991231,
38715,571777,1573091,Contusion of forearm,Condition,ICD10CM,4-char nonbill code,,S50.1,20120101,20991231,
38724,571786,1572723,Open wound of abdominal wall without penetration into peritoneal cavity,Condition,ICD10CM,4-char nonbill code,,S31.1,20120101,20991231,
38898,571960,1572730,Open wound of penis,Condition,ICD10CM,4-char nonbill code,,S31.2,20120101,20991231,
38947,572009,1572732,Open wound of vagina and vulva,Condition,ICD10CM,4-char nonbill code,,S31.4,20120101,20991231,
38972,572034,1572733,Open wound of unspecified external genital organs,Condition,ICD10CM,4-char nonbill code,,S31.5,20120101,20991231,
39026,572088,1572740,Open wound of abdominal wall with penetration into peritoneal cavity,Condition,ICD10CM,4-char nonbill code,,S31.6,20120101,20991231,
39199,572261,1572747,"Open wound of other parts of abdomen, lower back and pelvis",Condition,ICD10CM,4-char nonbill code,,S31.8,20120101,20991231,
39299,572361,1572752,Fracture of lumbar spine and pelvis,Condition,ICD10CM,3-char nonbill code,,S32,20120101,20991231,
39300,572362,1572753,Fracture of lumbar vertebra,Condition,ICD10CM,4-char nonbill code,,S32.0,20120101,20991231,
39646,572708,11695,Fracture of coccyx,Condition,ICD10CM,4-char nonbill code,,S32.2,20140101,20991231,
39653,572715,1572764,Fracture of ilium,Condition,ICD10CM,4-char nonbill code,,S32.3,20120101,20991231,
39741,572803,1572768,Fracture of acetabulum,Condition,ICD10CM,4-char nonbill code,,S32.4,20120101,20991231,
40130,573192,1572779,Fracture of pubis,Condition,ICD10CM,4-char nonbill code,,S32.5,20120101,20991231,
40282,573344,1572786,Fracture of other parts of pelvis,Condition,ICD10CM,4-char nonbill code,,S32.8,20120101,20991231,
40312,573374,11787,Fracture of unspecified parts of lumbosacral spine and pelvis,Condition,ICD10CM,4-char nonbill code,,S32.9,20140101,20991231,
40319,573381,1572788,Dislocation and sprain of joints and ligaments of lumbar spine and pelvis,Condition,ICD10CM,3-char nonbill code,,S33,20120101,20991231,
40320,573382,11788,Traumatic rupture of lumbar intervertebral disc,Condition,ICD10CM,4-char nonbill code,,S33.0,20140101,20991231,
40324,573386,1572789,Subluxation and dislocation of lumbar vertebra,Condition,ICD10CM,4-char nonbill code,,S33.1,20120101,20991231,
40371,573433,1572795,Dislocation of other and unspecified parts of lumbar spine and pelvis,Condition,ICD10CM,4-char nonbill code,,S33.3,20120101,20991231,
40381,573443,11802,Traumatic rupture of symphysis pubis,Condition,ICD10CM,4-char nonbill code,,S33.4,20140101,20991231,
40385,573447,11803,Sprain of ligaments of lumbar spine,Condition,ICD10CM,4-char nonbill code,,S33.5,20140101,20991231,
40389,573451,11804,Sprain of sacroiliac joint,Condition,ICD10CM,4-char nonbill code,,S33.6,20140101,20991231,
40394,573456,11805,Sprain of other parts of lumbar spine and pelvis,Condition,ICD10CM,4-char nonbill code,,S33.8,20140101,20991231,
40398,573460,11806,Sprain of unspecified parts of lumbar spine and pelvis,Condition,ICD10CM,4-char nonbill code,,S33.9,20140101,20991231,
40402,573464,1572796,"Injury of lumbar and sacral spinal cord and nerves at abdomen, lower back and pelvis level",Condition,ICD10CM,3-char nonbill code,,S34,20120101,20991231,
40403,573465,1572797,Concussion and edema of lumbar and sacral spinal cord,Condition,ICD10CM,4-char nonbill code,,S34.0,20120101,20991231,
40412,573474,1572798,Other and unspecified injury of lumbar and sacral spinal cord,Condition,ICD10CM,4-char nonbill code,,S34.1,20120101,20991231,
40502,573564,1572803,Injury of nerve root of lumbar and sacral spine,Condition,ICD10CM,4-char nonbill code,,S34.2,20120101,20991231,
40511,573573,11831,Injury of cauda equina,Condition,ICD10CM,4-char nonbill code,,S34.3,20140101,20991231,
40515,573577,11832,Injury of lumbosacral plexus,Condition,ICD10CM,4-char nonbill code,,S34.4,20140101,20991231,
40519,573581,11833,"Injury of lumbar, sacral and pelvic sympathetic nerves",Condition,ICD10CM,4-char nonbill code,,S34.5,20140101,20991231,
40523,573585,11834,"Injury of peripheral nerve(s) at abdomen, lower back and pelvis level",Condition,ICD10CM,4-char nonbill code,,S34.6,20140101,20991231,
40527,573589,11835,"Injury of other nerves at abdomen, lower back and pelvis level",Condition,ICD10CM,4-char nonbill code,,S34.8,20140101,20991231,
40531,573593,11836,"Injury of unspecified nerves at abdomen, lower back and pelvis level",Condition,ICD10CM,4-char nonbill code,,S34.9,20140101,20991231,
40535,573597,1572804,"Injury of blood vessels at abdomen, lower back and pelvis level",Condition,ICD10CM,3-char nonbill code,,S35,20120101,20991231,
40536,573598,1572805,Injury of abdominal aorta,Condition,ICD10CM,4-char nonbill code,,S35.0,20120101,20991231,
40553,573615,1572806,Injury of inferior vena cava,Condition,ICD10CM,4-char nonbill code,,S35.1,20120101,20991231,
40570,573632,1572807,Injury of celiac or mesenteric artery and branches,Condition,ICD10CM,4-char nonbill code,,S35.2,20120101,20991231,
40583,573645,1573269,Traumatic amputation at elbow level,Condition,ICD10CM,4-char nonbill code,,S58.0,20120101,20991231,
40640,573702,1572810,Injury of portal or splenic vein and branches,Condition,ICD10CM,4-char nonbill code,,S35.3,20120101,20991231,
40693,573755,1572812,Injury of renal blood vessels,Condition,ICD10CM,4-char nonbill code,,S35.4,20120101,20991231,
40769,573831,1572816,Injury of iliac blood vessels,Condition,ICD10CM,4-char nonbill code,,S35.5,20120101,20991231,
40824,573886,1572819,"Injury of other blood vessels at abdomen, lower back and pelvis level",Condition,ICD10CM,4-char nonbill code,,S35.8,20120101,20991231,
40838,573900,1572821,"Injury of unspecified blood vessel at abdomen, lower back and pelvis level",Condition,ICD10CM,4-char nonbill code,,S35.9,20120101,20991231,
40852,573914,1572822,Injury of intra-abdominal organs,Condition,ICD10CM,3-char nonbill code,,S36,20120101,20991231,
40853,573915,1572823,Injury of spleen,Condition,ICD10CM,4-char nonbill code,,S36.0,20120101,20991231,
40892,573954,1572824,Injury of liver and gallbladder and bile duct,Condition,ICD10CM,4-char nonbill code,,S36.1,20120101,20991231,
40942,574004,1572826,Injury of pancreas,Condition,ICD10CM,4-char nonbill code,,S36.2,20120101,20991231,
41077,574139,1572834,Injury of small intestine,Condition,ICD10CM,4-char nonbill code,,S36.4,20120101,20991231,
41124,574186,1572843,Injury of other intra-abdominal organs,Condition,ICD10CM,4-char nonbill code,,S36.8,20120101,20991231,
41144,574206,1572838,Injury of colon,Condition,ICD10CM,4-char nonbill code,,S36.5,20120101,20991231,
41269,574331,1572842,Injury of rectum,Condition,ICD10CM,4-char nonbill code,,S36.6,20120101,20991231,
41310,574372,1572845,Injury of unspecified intra-abdominal organ,Condition,ICD10CM,4-char nonbill code,,S36.9,20120101,20991231,
41327,574389,1572846,Injury of urinary and pelvic organs,Condition,ICD10CM,3-char nonbill code,,S37,20120101,20991231,
41328,574390,1572847,Injury of kidney,Condition,ICD10CM,4-char nonbill code,,S37.0,20120101,20991231,
41430,574492,1572856,Injury of ureter,Condition,ICD10CM,4-char nonbill code,,S37.1,20120101,20991231,
41447,574509,1572857,Injury of bladder,Condition,ICD10CM,4-char nonbill code,,S37.2,20120101,20991231,
41462,574524,1572858,Injury of urethra,Condition,ICD10CM,4-char nonbill code,,S37.3,20120101,20991231,
41530,574592,1572862,Injury of fallopian tube,Condition,ICD10CM,4-char nonbill code,,S37.5,20120101,20991231,
41595,574657,1572866,Injury of uterus,Condition,ICD10CM,4-char nonbill code,,S37.6,20120101,20991231,
41611,574673,1572867,Injury of other urinary and pelvic organs,Condition,ICD10CM,4-char nonbill code,,S37.8,20120101,20991231,
41663,574725,1572870,Injury of unspecified urinary and pelvic organ,Condition,ICD10CM,4-char nonbill code,,S37.9,20120101,20991231,
41680,574742,1572871,"Crushing injury and traumatic amputation of abdomen, lower back, pelvis and external genitals",Condition,ICD10CM,3-char nonbill code,,S38,20120101,20991231,
41681,574743,1572872,Crushing injury of external genital organs,Condition,ICD10CM,4-char nonbill code,,S38.0,20120101,20991231,
41703,574765,12088,"Crushing injury of abdomen, lower back, and pelvis",Condition,ICD10CM,4-char nonbill code,,S38.1,20140101,20991231,
41707,574769,1572874,Traumatic amputation of external genital organs,Condition,ICD10CM,4-char nonbill code,,S38.2,20120101,20991231,
41735,574797,12095,Transection (partial) of abdomen,Condition,ICD10CM,4-char nonbill code,,S38.3,20140101,20991231,
41739,574801,1572877,"Other and unspecified injuries of abdomen, lower back, pelvis and external genitals",Condition,ICD10CM,3-char nonbill code,,S39,20120101,20991231,
41740,574802,1572878,"Injury of muscle, fascia and tendon of abdomen, lower back and pelvis",Condition,ICD10CM,4-char nonbill code,,S39.0,20120101,20991231,
41793,574855,1572883,"Other specified injuries of abdomen, lower back, pelvis and external genitals",Condition,ICD10CM,4-char nonbill code,,S39.8,20120101,20991231,
41815,574877,1572885,"Unspecified injury of abdomen, lower back, pelvis and external genitals",Condition,ICD10CM,4-char nonbill code,,S39.9,20120101,20991231,
41832,574894,1572886,Superficial injury of shoulder and upper arm,Condition,ICD10CM,3-char nonbill code,,S40,20120101,20991231,
41833,574895,1572887,Contusion of shoulder and upper arm,Condition,ICD10CM,4-char nonbill code,,S40.0,20120101,20991231,
41859,574921,1572889,Other superficial injuries of shoulder,Condition,ICD10CM,4-char nonbill code,,S40.2,20120101,20991231,
41938,575000,1572896,Other superficial injuries of upper arm,Condition,ICD10CM,4-char nonbill code,,S40.8,20120101,20991231,
42016,575078,1572903,Unspecified superficial injury of shoulder and upper arm,Condition,ICD10CM,4-char nonbill code,,S40.9,20120101,20991231,
42042,575104,1572906,Open wound of shoulder and upper arm,Condition,ICD10CM,3-char nonbill code,,S41,20120101,20991231,
42043,575105,1572907,Open wound of shoulder,Condition,ICD10CM,4-char nonbill code,,S41.0,20120101,20991231,
42198,575260,1572921,Fracture of shoulder and upper arm,Condition,ICD10CM,3-char nonbill code,,S42,20120101,20991231,
42199,575261,1572922,Fracture of clavicle,Condition,ICD10CM,4-char nonbill code,,S42.0,20120101,20991231,
42396,575458,1572925,Fracture of scapula,Condition,ICD10CM,4-char nonbill code,,S42.1,20120101,20991231,
42627,575689,1573495,Injury of nerves at wrist and hand level,Condition,ICD10CM,3-char nonbill code,,S64,20120101,20991231,
43040,576102,1572943,Fracture of shaft of humerus,Condition,ICD10CM,4-char nonbill code,,S42.3,20120101,20991231,
43551,576613,1573014,Injury of axillary or brachial vein,Condition,ICD10CM,4-char nonbill code,,S45.2,20120101,20991231,
43818,576880,1572963,"Fracture of shoulder girdle, part unspecified",Condition,ICD10CM,4-char nonbill code,,S42.9,20120101,20991231,
43843,576905,1572964,Dislocation and sprain of joints and ligaments of shoulder girdle,Condition,ICD10CM,3-char nonbill code,,S43,20120101,20991231,
43844,576906,1572965,Subluxation and dislocation of shoulder joint,Condition,ICD10CM,4-char nonbill code,,S43.0,20120101,20991231,
43969,577031,1572971,Subluxation and dislocation of acromioclavicular joint,Condition,ICD10CM,4-char nonbill code,,S43.1,20120101,20991231,
44049,577111,1572977,Subluxation and dislocation of sternoclavicular joint,Condition,ICD10CM,4-char nonbill code,,S43.2,20120101,20991231,
44126,577188,1572981,Subluxation and dislocation of other and unspecified parts of shoulder girdle,Condition,ICD10CM,4-char nonbill code,,S43.3,20120101,20991231,
44266,577328,1572991,Sprain of acromioclavicular joint,Condition,ICD10CM,4-char nonbill code,,S43.5,20120101,20991231,
44279,577341,1572992,Sprain of sternoclavicular joint,Condition,ICD10CM,4-char nonbill code,,S43.6,20120101,20991231,
44292,577354,1572993,Sprain of other specified parts of shoulder girdle,Condition,ICD10CM,4-char nonbill code,,S43.8,20120101,20991231,
44305,577367,1572994,Sprain of unspecified parts of shoulder girdle,Condition,ICD10CM,4-char nonbill code,,S43.9,20120101,20991231,
44319,577381,1572995,Injury of nerves at shoulder and upper arm level,Condition,ICD10CM,3-char nonbill code,,S44,20120101,20991231,
44320,577382,1572996,Injury of ulnar nerve at upper arm level,Condition,ICD10CM,4-char nonbill code,,S44.0,20120101,20991231,
44333,577395,1572997,Injury of median nerve at upper arm level,Condition,ICD10CM,4-char nonbill code,,S44.1,20120101,20991231,
44347,577409,1572998,Injury of radial nerve at upper arm level,Condition,ICD10CM,4-char nonbill code,,S44.2,20120101,20991231,
44360,577422,1572999,Injury of axillary nerve,Condition,ICD10CM,4-char nonbill code,,S44.3,20120101,20991231,
44373,577435,1573000,Injury of musculocutaneous nerve,Condition,ICD10CM,4-char nonbill code,,S44.4,20120101,20991231,
44386,577448,1573001,Injury of cutaneous sensory nerve at shoulder and upper arm level,Condition,ICD10CM,4-char nonbill code,,S44.5,20120101,20991231,
44400,577462,1573002,Injury of other nerves at shoulder and upper arm level,Condition,ICD10CM,4-char nonbill code,,S44.8,20120101,20991231,
44415,577477,1573004,Injury of unspecified nerve at shoulder and upper arm level,Condition,ICD10CM,4-char nonbill code,,S44.9,20120101,20991231,
44428,577490,1573005,Injury of blood vessels at shoulder and upper arm level,Condition,ICD10CM,3-char nonbill code,,S45,20120101,20991231,
44429,577491,1573006,Injury of axillary artery,Condition,ICD10CM,4-char nonbill code,,S45.0,20120101,20991231,
44467,577529,1573010,Injury of brachial artery,Condition,ICD10CM,4-char nonbill code,,S45.1,20120101,20991231,
44546,577608,1573018,Injury of superficial vein at shoulder and upper arm level,Condition,ICD10CM,4-char nonbill code,,S45.3,20120101,20991231,
44586,577648,1573022,Injury of other specified blood vessels at shoulder and upper arm level,Condition,ICD10CM,4-char nonbill code,,S45.8,20120101,20991231,
44626,577688,1573026,Injury of unspecified blood vessel at shoulder and upper arm level,Condition,ICD10CM,4-char nonbill code,,S45.9,20120101,20991231,
44666,577728,1573030,"Injury of muscle, fascia and tendon at shoulder and upper arm level",Condition,ICD10CM,3-char nonbill code,,S46,20120101,20991231,
44667,577729,1573031,Injury of muscle(s) and tendon(s) of the rotator cuff of shoulder,Condition,ICD10CM,4-char nonbill code,,S46.0,20120101,20991231,
44722,577784,1573036,"Injury of muscle, fascia and tendon of long head of biceps",Condition,ICD10CM,4-char nonbill code,,S46.1,20120101,20991231,
44775,577837,1573041,"Injury of muscle, fascia and tendon of other parts of biceps",Condition,ICD10CM,4-char nonbill code,,S46.2,20120101,20991231,
44829,577891,1573046,"Injury of muscle, fascia and tendon of triceps",Condition,ICD10CM,4-char nonbill code,,S46.3,20120101,20991231,
44882,577944,1573051,"Injury of other muscles, fascia and tendons at shoulder and upper arm level",Condition,ICD10CM,4-char nonbill code,,S46.8,20120101,20991231,
44935,577997,1573056,"Injury of unspecified muscle, fascia and tendon at shoulder and upper arm level",Condition,ICD10CM,4-char nonbill code,,S46.9,20120101,20991231,
44989,578051,1573061,Crushing injury of shoulder and upper arm,Condition,ICD10CM,3-char nonbill code,,S47,20120101,20991231,
44990,578052,12663,Crushing injury of right shoulder and upper arm,Condition,ICD10CM,4-char nonbill code,,S47.1,20140101,20991231,
44994,578056,12664,Crushing injury of left shoulder and upper arm,Condition,ICD10CM,4-char nonbill code,,S47.2,20140101,20991231,
44998,578060,12665,"Crushing injury of shoulder and upper arm, unspecified arm",Condition,ICD10CM,4-char nonbill code,,S47.9,20140101,20991231,
45002,578064,1573062,Traumatic amputation of shoulder and upper arm,Condition,ICD10CM,3-char nonbill code,,S48,20120101,20991231,
45003,578065,1573063,Traumatic amputation at shoulder joint,Condition,ICD10CM,4-char nonbill code,,S48.0,20120101,20991231,
45030,578092,1573066,Traumatic amputation at level between shoulder and elbow,Condition,ICD10CM,4-char nonbill code,,S48.1,20120101,20991231,
45083,578145,1573072,Other and unspecified injuries of shoulder and upper arm,Condition,ICD10CM,3-char nonbill code,,S49,20120101,20991231,
45084,578146,1573073,Physeal fracture of upper end of humerus,Condition,ICD10CM,4-char nonbill code,,S49.0,20120101,20991231,
45353,578415,1573087,Other specified injuries of shoulder and upper arm,Condition,ICD10CM,4-char nonbill code,,S49.8,20120101,20991231,
45366,578428,1573088,Unspecified injury of shoulder and upper arm,Condition,ICD10CM,4-char nonbill code,,S49.9,20120101,20991231,
45379,578441,1573089,Superficial injury of elbow and forearm,Condition,ICD10CM,3-char nonbill code,,S50,20120101,20991231,
45380,578442,1573090,Contusion of elbow,Condition,ICD10CM,4-char nonbill code,,S50.0,20120101,20991231,
45402,578464,1573092,Other superficial injuries of elbow,Condition,ICD10CM,4-char nonbill code,,S50.3,20120101,20991231,
45478,578540,1573099,Other superficial injuries of forearm,Condition,ICD10CM,4-char nonbill code,,S50.8,20120101,20991231,
45559,578621,1573106,Unspecified superficial injury of elbow and forearm,Condition,ICD10CM,4-char nonbill code,,S50.9,20120101,20991231,
45586,578648,1573109,Open wound of elbow and forearm,Condition,ICD10CM,3-char nonbill code,,S51,20120101,20991231,
45587,578649,1573110,Open wound of elbow,Condition,ICD10CM,4-char nonbill code,,S51.0,20120101,20991231,
45666,578728,1573117,Open wound of forearm,Condition,ICD10CM,4-char nonbill code,,S51.8,20120101,20991231,
45745,578807,1573124,Fracture of forearm,Condition,ICD10CM,3-char nonbill code,,S52,20120101,20991231,
45746,578808,1573125,Fracture of upper end of ulna,Condition,ICD10CM,4-char nonbill code,,S52.0,20120101,20991231,
46187,579249,1573131,Fracture of upper end of radius,Condition,ICD10CM,4-char nonbill code,,S52.1,20120101,20991231,
46478,579540,1573148,Fracture of shaft of radius,Condition,ICD10CM,4-char nonbill code,,S52.3,20120101,20991231,
46517,579579,1573137,Fracture of shaft of ulna,Condition,ICD10CM,4-char nonbill code,,S52.2,20120101,20991231,
48009,581071,1573159,Fracture of lower end of radius,Condition,ICD10CM,4-char nonbill code,,S52.5,20120101,20991231,
48501,581563,1573166,Fracture of lower end of ulna,Condition,ICD10CM,4-char nonbill code,,S52.6,20120101,20991231,
48717,581779,1573212,Injury of vein at forearm level,Condition,ICD10CM,4-char nonbill code,,S55.2,20120101,20991231,
48733,581795,1573171,Unspecified fracture of forearm,Condition,ICD10CM,4-char nonbill code,,S52.9,20120101,20991231,
48786,581848,1573172,Dislocation and sprain of joints and ligaments of elbow,Condition,ICD10CM,3-char nonbill code,,S53,20120101,20991231,
48787,581849,1573173,Subluxation and dislocation of radial head,Condition,ICD10CM,4-char nonbill code,,S53.0,20120101,20991231,
48890,581952,1573179,Subluxation and dislocation of ulnohumeral joint,Condition,ICD10CM,4-char nonbill code,,S53.1,20120101,20991231,
49042,582104,1573186,Traumatic rupture of radial collateral ligament,Condition,ICD10CM,4-char nonbill code,,S53.2,20120101,20991231,
49055,582117,1573187,Traumatic rupture of ulnar collateral ligament,Condition,ICD10CM,4-char nonbill code,,S53.3,20120101,20991231,
49069,582131,1573188,Sprain of elbow,Condition,ICD10CM,4-char nonbill code,,S53.4,20120101,20991231,
49149,582211,1573195,Injury of nerves at forearm level,Condition,ICD10CM,3-char nonbill code,,S54,20120101,20991231,
49150,582212,1573196,Injury of ulnar nerve at forearm level,Condition,ICD10CM,4-char nonbill code,,S54.0,20120101,20991231,
49163,582225,1573197,Injury of median nerve at forearm level,Condition,ICD10CM,4-char nonbill code,,S54.1,20120101,20991231,
49176,582238,1573198,Injury of radial nerve at forearm level,Condition,ICD10CM,4-char nonbill code,,S54.2,20120101,20991231,
49189,582251,1573199,Injury of cutaneous sensory nerve at forearm level,Condition,ICD10CM,4-char nonbill code,,S54.3,20120101,20991231,
49202,582264,1573200,Injury of other nerves at forearm level,Condition,ICD10CM,4-char nonbill code,,S54.8,20120101,20991231,
49215,582277,1573202,Injury of unspecified nerve at forearm level,Condition,ICD10CM,4-char nonbill code,,S54.9,20120101,20991231,
49228,582290,1573203,Injury of blood vessels at forearm level,Condition,ICD10CM,3-char nonbill code,,S55,20120101,20991231,
49229,582291,1573204,Injury of ulnar artery at forearm level,Condition,ICD10CM,4-char nonbill code,,S55.0,20120101,20991231,
49270,582332,1573208,Injury of radial artery at forearm level,Condition,ICD10CM,4-char nonbill code,,S55.1,20120101,20991231,
49349,582411,1573216,Injury of other blood vessels at forearm level,Condition,ICD10CM,4-char nonbill code,,S55.8,20120101,20991231,
49389,582451,1573220,Injury of unspecified blood vessel at forearm level,Condition,ICD10CM,4-char nonbill code,,S55.9,20120101,20991231,
49429,582491,1573224,"Injury of muscle, fascia and tendon at forearm level",Condition,ICD10CM,3-char nonbill code,,S56,20120101,20991231,
49430,582492,1573225,"Injury of flexor muscle, fascia and tendon of thumb at forearm level",Condition,ICD10CM,4-char nonbill code,,S56.0,20120101,20991231,
49485,582547,1573230,"Injury of flexor muscle, fascia and tendon of other and unspecified finger at forearm level",Condition,ICD10CM,4-char nonbill code,,S56.1,20120101,20991231,
49637,582699,1573235,"Injury of other flexor muscle, fascia and tendon at forearm level",Condition,ICD10CM,4-char nonbill code,,S56.2,20120101,20991231,
49691,582753,1573240,"Injury of extensor or abductor muscles, fascia and tendons of thumb at forearm level",Condition,ICD10CM,4-char nonbill code,,S56.3,20120101,20991231,
49746,582808,1573245,"Injury of extensor muscle, fascia and tendon of other and unspecified finger at forearm level",Condition,ICD10CM,4-char nonbill code,,S56.4,20120101,20991231,
49949,583011,1573255,"Injury of other muscles, fascia and tendons at forearm level",Condition,ICD10CM,4-char nonbill code,,S56.8,20120101,20991231,
50002,583064,1573260,"Injury of unspecified muscles, fascia and tendons at forearm level",Condition,ICD10CM,4-char nonbill code,,S56.9,20120101,20991231,
50030,583092,1573268,Traumatic amputation of elbow and forearm,Condition,ICD10CM,3-char nonbill code,,S58,20120101,20991231,
50057,583119,1573266,Crushing injury of elbow,Condition,ICD10CM,4-char nonbill code,,S57.0,20120101,20991231,
50070,583132,1573267,Crushing injury of forearm,Condition,ICD10CM,4-char nonbill code,,S57.8,20120101,20991231,
50105,583167,1573272,Traumatic amputation at level between elbow and wrist,Condition,ICD10CM,4-char nonbill code,,S58.1,20120101,20991231,
50132,583194,1573275,"Traumatic amputation of forearm, level unspecified",Condition,ICD10CM,4-char nonbill code,,S58.9,20120101,20991231,
50159,583221,1573278,Other and unspecified injuries of elbow and forearm,Condition,ICD10CM,3-char nonbill code,,S59,20120101,20991231,
50160,583222,1573279,Physeal fracture of lower end of ulna,Condition,ICD10CM,4-char nonbill code,,S59.0,20120101,20991231,
50427,583489,1573293,Physeal fracture of lower end of radius,Condition,ICD10CM,4-char nonbill code,,S59.2,20120101,20991231,
50561,583623,1573300,Other specified injuries of elbow and forearm,Condition,ICD10CM,4-char nonbill code,,S59.8,20120101,20991231,
50582,583644,1573303,Unspecified injury of elbow and forearm,Condition,ICD10CM,4-char nonbill code,,S59.9,20120101,20991231,
50609,583671,1573306,"Superficial injury of wrist, hand and fingers",Condition,ICD10CM,3-char nonbill code,,S60,20120101,20991231,
50610,583672,1573307,Contusion of finger without damage to nail,Condition,ICD10CM,4-char nonbill code,,S60.0,20120101,20991231,
50679,583741,1573313,Contusion of finger with damage to nail,Condition,ICD10CM,4-char nonbill code,,S60.1,20120101,20991231,
50750,583812,1573319,Contusion of wrist and hand,Condition,ICD10CM,4-char nonbill code,,S60.2,20120101,20991231,
50777,583839,1573320,Other superficial injuries of thumb,Condition,ICD10CM,4-char nonbill code,,S60.3,20120101,20991231,
50866,583928,1573328,Other superficial injuries of other fingers,Condition,ICD10CM,4-char nonbill code,,S60.4,20120101,20991231,
51113,584175,1573335,Other superficial injuries of hand,Condition,ICD10CM,4-char nonbill code,,S60.5,20120101,20991231,
51191,584253,1573341,Other superficial injuries of wrist,Condition,ICD10CM,4-char nonbill code,,S60.8,20120101,20991231,
51269,584331,1573347,"Unspecified superficial injury of wrist, hand and fingers",Condition,ICD10CM,4-char nonbill code,,S60.9,20120101,20991231,
51350,584412,1573352,"Open wound of wrist, hand and fingers",Condition,ICD10CM,3-char nonbill code,,S61,20120101,20991231,
51351,584413,1573353,Open wound of thumb without damage to nail,Condition,ICD10CM,4-char nonbill code,,S61.0,20120101,20991231,
51430,584492,1573360,Open wound of thumb with damage to nail,Condition,ICD10CM,4-char nonbill code,,S61.1,20120101,20991231,
51509,584571,1573367,Open wound of other finger without damage to nail,Condition,ICD10CM,4-char nonbill code,,S61.2,20120101,20991231,
51756,584818,1573374,Open wound of other finger with damage to nail,Condition,ICD10CM,4-char nonbill code,,S61.3,20120101,20991231,
52005,585067,45569137,Open wound of hand,Condition,ICD10CM,4-char nonbill code,,S61.4,20061230,20991231,
52082,585144,45598204,Open wound of wrist,Condition,ICD10CM,4-char nonbill code,,S61.5,20061230,20991231,
52160,585222,1573393,Fracture at wrist and hand level,Condition,ICD10CM,3-char nonbill code,,S62,20120101,20991231,
52161,585223,1573394,Fracture of navicular [scaphoid] bone of wrist,Condition,ICD10CM,4-char nonbill code,,S62.0,20120101,20991231,
52337,585399,1573399,Fracture of other and unspecified carpal bone(s),Condition,ICD10CM,4-char nonbill code,,S62.1,20120101,20991231,
52756,585818,1573408,Fracture of first metacarpal bone,Condition,ICD10CM,4-char nonbill code,,S62.2,20120101,20991231,
53030,586092,1573416,Fracture of other and unspecified metacarpal bone,Condition,ICD10CM,4-char nonbill code,,S62.3,20120101,20991231,
53800,586862,1573429,Fracture of other and unspecified finger(s),Condition,ICD10CM,4-char nonbill code,,S62.6,20120101,20991231,
54372,587434,1573437,Unspecified fracture of wrist and hand,Condition,ICD10CM,4-char nonbill code,,S62.9,20120101,20991231,
54397,587459,1573438,Dislocation and sprain of joints and ligaments at wrist and hand level,Condition,ICD10CM,3-char nonbill code,,S63,20120101,20991231,
54398,587460,1573439,Subluxation and dislocation of wrist and hand joints,Condition,ICD10CM,4-char nonbill code,,S63.0,20120101,20991231,
54620,587682,1573449,Subluxation and dislocation of thumb,Condition,ICD10CM,4-char nonbill code,,S63.1,20120101,20991231,
55104,588166,1573466,Traumatic rupture of ligament of wrist,Condition,ICD10CM,4-char nonbill code,,S63.3,20120101,20991231,
